location_name,full_address,zipcode,serves,site_type,days_of_week_open,url,phone,email,appointment_info,instructions_at_site,accessibility,latitude,longitude,location_type,vaccines_available
Canton: Osco (Washington St),"95 Washington St, Cobbs Corner, Canton, MA 02021",2021,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,781-298-4400,,,,,42.139504,-71.148801,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Canton: Walgreens (Washington St),"595 Washington St, Canton, MA 02021",2021,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.153796,-71.146192,#blue-star,Moderna
Carver: CVS (N. Main St),"100 D N. Main St., Carver, MA 02330",2330,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.924318,-70.805861,#blue-star,Moderna
Charlestown: CVS (Austin St),"21 Austin Street, Charlestown, MA 02129",2129,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.37494,-71.065541,#blue-star,Pfizer
Charlton City: CVS (Worcester Rd),"142 Worcester Rd, Charlton City, MA 01507",1507,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,,,42.145503,-71.96863,#blue-star,Pfizer
Chatham: CVS (Queen Anne Rd),"12 Queen Anne Rd., Chatham, MA 02633",2633,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.684885,-69.967145,#blue-star,Pfizer
Chelmsford: CVS (Boston Road),"16 Boston Road, Chelmsford, MA 01824",1824,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.594577,-71.351534,#blue-star,Pfizer
Chelmsford: Hannaford (Drum Hill Shopping Center),"66-2 Drum Hill Shopping Ctr., Chelmsford, MA 01824",1824,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,978-970-2001,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,42.624457,-71.362466,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Chelmsford: Walgreens (Chelmsford St),"86 Chelmsford St, Chelmsford, MA 01824",1824,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.601435,-71.347213,#blue-star,Moderna
Chelmsford: Walmart (Parkhurst Rd.),"66 Parkhurst Rd # 4, Chelmsford, MA 01824",1824,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,978-459-1818,,,,,42.623488,-71.359992,#blue-star,"Moderna, Pfizer"
Chelsea: CVS (Broadway),"324 Broadway, Chelsea, MA 02150",2150,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.391596,-71.036208,#blue-star,Moderna
Chelsea: CVS (Revere Beach Pkwy),"1010 Revere Beach Pkwy, Chelsea, MA 02150",2150,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.405486,-71.02046,#blue-star,Moderna
Chelsea: Margolis Pharmacy,"447 Broadway, Chelsea, MA 02150",2150,All eligible people statewide,Indoor,Monday-Saturday,https://www.flagpharmacy.com/margolis,617-884-3524,,,,,42.392561,-71.034527,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Chelsea: Walgreens (Broadway),"1010 Broadway, Chelsea, MA 02150",2150,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.402636,-71.01896,#blue-star,Pfizer
Chestnut Hill: CVS (Boylston Street),"1195 Boylston Street, Chestnut Hill, MA 02467",2467,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.323359,-71.164524,#blue-star,Moderna
Chestnut Hill: CVS (VFW Pkwy),"647 VFW Pkwy, Chestnut Hill, MA 02467",2467,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.294901,-71.159713,#blue-star,Moderna
Chestnut Hill: V-Care Pharmacy of Chestnut Hill,"1244 Boylston St, Chestnut Hill, MA 02467",2467,All eligible people statewide,Indoor,Monday-Friday,https://scrcxp.pdhi.com/Portal/Member/d1e1f5d5-007f-4167-b8d1-1ea83cb3b215/?qitq=8dd51fd8-5c70-4596-a131-6dae8ca97b96&qitp=67d9c7a9-9190-4456-894f-5d94cc92b456&qitts=1618440984&qitc=pdhi&qite=covid19vaccination&qitrt=Safetynet&qith=aac39eb8c5fdacfe53a48283af4acb9f,617-440-9622,,,,,42.322619,-71.166889,#blue-star,Moderna
Chestnut Hill: Wegmans,"200 Boylston St, Chestnut Hill, MA 02467",2467,All eligible people statewide,Indoor,Daily,https://www.wegmans.com/covid-vaccine-registration/,(800) 207-6099,,,Vaccine is available by appointment only. Appointments can be made online. Please bring insurance card and/or state ID if you have one.,,42.319783,-71.176918,#blue-star,Pfizer
Chicopee: Big Y,"650 Memorial Drive Chicopee, MA 01020",1020,All eligible people statewide,Outdoor,"Thursday, Friday & Saturday",,(413) 593-0204,,,"Clinic can be found outside of the store by the main entrance. No pre-registration required, walk-ups are encouraged and welcomed",,42.175724,-72.576532,#green-star,"Johnson and Johnson, Pfizer"
Chicopee: CVS (Center St),"235 Center St, Chicopee, MA 01013",1013,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.142164,-72.611439,#blue-star,Moderna
Chicopee: CVS (Granby Rd),"1176 Granby Rd, Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.174379,-72.587252,#blue-star,Moderna
Chicopee: CVS (Memorial Dr),"1616 Memorial Dr, Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.202347,-72.571859,#blue-star,Moderna
Chicopee: Stop & Shop (Memorial Drive),"672 Memorial Drive, Route 33, Chicopee, MA 01021",1021,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,413-593-3999,,,,,42.176252,-72.576611,#blue-star,Pfizer
Chicopee: Walgreens (Granby Rd),"1195 Granby Rd, Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.175299,-72.586394,#blue-star,Pfizer
Chicopee: Walgreens (James St.),"583 James St., Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.200874,-72.571027,#blue-star,Pfizer
Chicopee: Walgreens (Meadow St),"577 Meadow St, Chicopee, MA 01013",1013,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.171045,-72.614539,#blue-star,Pfizer
Chicopee: Walgreens (Saint James Ave.),"1 Saint James Ave., Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.147494,-72.579297,#blue-star,Pfizer
Chicopee: Walmart (Memorial Dr),"591 Memorial Dr, Chicopee, MA 01020",1020,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,413-593-3192,,,,,42.173442,-72.576404,#blue-star,"Moderna, Pfizer"
Clinton: CVS (Main St),"792 Main Street, Clinton, MA 01510",1510,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.425774,-71.68765,#blue-star,Moderna
Clinton: Rite Aid,"1031 Main St, Clinton, MA 01510",1510,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,978-368-8540,,,,,42.432371,-71.686662,#blue-star,"Johnson and Johnson, Moderna"
Clinton: Walgreens (Main St.),"720 Main St., Clinton, MA 01510",1510,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.423282,-71.687446,#blue-star,Pfizer
"Cohasset: CVS (Justice Cushing Way, Rte 3A)","790 Justice Cushing Way, Rte 3A, Cohasset, MA 02025",2025,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.240442,-70.813027,#blue-star,Moderna
Cohasset: Walgreens (Chief Justice Cushing Hwy),"735 Chief Justice Cushing Hwy, Cohasset, MA 02025",2025,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.223006,-70.804172,#blue-star,Pfizer
Concord: Concord Pharmacy Inc,"1212 Main Street, Concord, MA 01742",1742,All eligible people statewide,Indoor,Daily,,978-369-3100,,,,,42.456483,-71.391773,#blue-star,Moderna
Concord: CVS (Sudbury Road),"199 Sudbury Road, Concord, MA 01742",1742,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.455069,-71.357073,#blue-star,Moderna
Concord: Walgreens (Lowell Rd),"71 Lowell Rd, Concord, MA 01742",1742,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.462896,-71.35128,#blue-star,Moderna
Danvers: Costco (Newbury St.),"11 Newbury St., Danvers, MA 01923",1923,All eligible people statewide,Indoor,Vary--check link,https://www.costco.com/covid-vaccine.html,978-750-4334,,,Please use the online scheduling system to book an appointment. Please do not contact the local Costco pharmacy as they are unable to schedule an appointment or provide current eligibility requirements.,,42.55645,-70.979114,#blue-star,Moderna
Danvers: CVS (Endicott St),"139 Endicott Street, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.549551,-70.932958,#blue-star,Moderna
Danvers: CVS (Independence Way),"240 Independence Way, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.552266,-70.936346,#blue-star,Moderna
Danvers: CVS (Maple Street),"1 Maple Street, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.565827,-70.935914,#blue-star,Moderna
Danvers: CVS (Newbury St),"311 Newbury St, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.587014,-70.965853,#blue-star,Pfizer
Danvers: Walgreens (High St.),"107 High St, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.558991,-70.930496,#blue-star,Pfizer
Danvers: Walmart (Brooksby Village Way),"55 Brooksby Village Way, Danvers, MA 01923",1923,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,978-777-6977,,,,,42.553513,-70.966266,#blue-star,"Moderna, Pfizer"
Dartmouth: Stop & Shop (Faunce Corner Road),"25 Faunce Corner Rd, Dartmouth, MA 02747",2747,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-999-7300,,,,,41.641983,-70.987724,#blue-star,Johnson and Johnson
Dedham: Costco (Legacy Blvd.),"200 Legacy Boulevard, Dedham, MA 02026",2026,All eligible people statewide,Indoor,Vary--check link,https://www.costco.com/covid-vaccine.html,781-251-9974,,,Please use the online scheduling system to book an appointment. Please do not contact the local Costco pharmacy as they are unable to schedule an appointment or provide current eligibility requirements.,,42.231314,-71.175261,#blue-star,Moderna
Dedham: CVS (Bussey St),"270 Bussey St, Della Park Plaza, Dedham, MA 02026",2026,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.244095,-71.17037,#blue-star,Pfizer
Dedham: CVS (Eastern Avenue),"19 Eastern Avenue, Dedham, MA 02026",2026,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.247513,-71.172433,#blue-star,Moderna
Dedham: CVS (Providence Hwy),"947 Providence Hwy, Dedham, MA 02026",2026,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.233389,-71.179978,#blue-star,Moderna
Dedham: Dedham Pharmacy & Medical Supply (Providence Hwy.),"596 Providence Highway, Norfolk, MA 02026",2026,All eligible people statewide,,Monday-Saturday,https://www.dedhampharmacy.com/,(781) 326-7007,,,,,42.243598,-71.17434,#blue-star,"Moderna, Pfizer"
Dedham: Stop & Shop (Providence Highway),"160 Providence Highway, Dedham, MA 02026",2026,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,781-320-1574,,,,,42.258747,-71.169828,#blue-star,Johnson and Johnson
Dennisport: Walgreens (Main St),"711 Main St, Dennisport, MA 02639",2639,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.668784,-70.122229,#blue-star,Moderna
Dorchester: Boys & Girls Club of Dorchester,"1135 Dorchester Ave, Dorchester, MA 02125",2125,All eligible people statewide,Outdoor,Thursday,https://uphamscornerhealthcenter.org/covidpatient/,(617) 288-7120,,No appointment necessary,"No ID, appointment or insurance needed","Accessible entrance, wheelchair entrance, accessible parking, accessible drop off and pick up",42.311916,-71.057448,#green-star,"Johnson and Johnson, Moderna, Pfizer"
Dorchester: CVS (Blue Hill Ave),"468 Blue Hill Ave, Dorchester, MA 02121",2121,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.309004,-71.082809,#blue-star,Pfizer
Dorchester: CVS (Dudley St),"778 Dudley Street, Dorchester, MA 02125",2125,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.317264,-71.065734,#blue-star,Moderna
Dorchester: CVS (Gallivan Blvd),"703 Gallivan Blvd, Dorchester, MA 02124",2124,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.283602,-71.047763,#blue-star,Moderna
Dorchester: CVS (Morrissey Blvd),"715 Morrissey Boulevard, Dorchester, MA 02122",2122,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.297494,-71.04934,#blue-star,Moderna
Dorchester: CVS (Washington St),"451 Washington St, Dorchester, MA 02124",2124,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.295707,-71.072138,#blue-star,Pfizer
Dorchester: Holy Tabernacle Church,"70 Washington St, Dorchester, MA 02121",2121,All eligible people statewide,Indoor,"Monday, Thursday",,617-602-5568,,Walk-In,"No insurance, ID or appointment necessary.","Accessible parking, accessible drop off and pick up",42.306239,-71.08154,#green-star,"Johnson and Johnson, Pfizer"
Dorchester: Osco (William T Morrissey Blvd),"45 William T Morrissey Blvd, Dorchester, MA 02125",2125,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,617-265-7911,,,,,42.318736,-71.049987,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
Dorchester: Russell Auditorium,"71 Talbot Ave, Dorchester, MA 02124",2124,All eligible people statewide,Indoor,Please click link to see availability,https://www.bmc.org/covid-19-vaccine-locations,,,,Please arrive with appointment information to check in.,"Wheelchair available on site. Accessible entrance, parking, dropoff, pickup. Translation services available via phone.",42.293835,-71.084323,#green-star,Moderna
Dorchester: Stop & Shop (Massachusetts Avenue),"1100 Massachusetts Avenue, Boston, MA 02125",2125,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,617-541-4300,,,,,42.325745,-71.065985,#blue-star,"Moderna, Pfizer"
Dorchester: Upham's Corner Health Center,"415 Columbia Rd, Dorchester, MA 02125",2125,All eligible people statewide,Indoor,"Monday, Tuesday, Wednesday, Thursday, Friday",https://uphamscornerhealthcenter.org/covidpatient/,,,,"No appointment, ID or insurance needed","Wheelchair entrance, wheelchair provided on-site, accessible parking, accessible drop off and pick up",42.312082,-71.068986,#green-star,"Johnson and Johnson, Moderna, Pfizer"
Dorchester: Vinh's Brothers,"1365-1377 Dorchester Ave, Dorchester, MA 02122",2122,All eligible people statewide,Indoor,Daily,,617-282-9800,,,,,42.30397,-71.059247,#blue-star,Moderna
Dorchester: Walgreens (Gallivan Blvd.),"757 Gallivan Blvd, Dorchester, MA 02122",2122,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.284463,-71.04524,#blue-star,Pfizer
Dracut: CVS (Broadway Rd),"4 Broadway Road, Dracut, MA 01826",1826,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.671088,-71.295851,#blue-star,Pfizer
Dracut: CVS (Lakeview Ave),"2019 Lakeview Ave., Dracut, MA 01826",1826,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.682873,-71.3536,#blue-star,Pfizer
Dracut: Hannaford,"301 Pleasant Street, Dracut, MA 01826",1826,All eligible people statewide,Indoor,Daily,http://www.hannaford.com/covid19vaccine,978-452-5255,,"Please use the website scheduler before calling Hannaford. Please do not call the pharmacy if no appointments are available; instead, check back later for additional openings. Vaccine is available by appointment only to those that are designated to be vaccinated according to the state's priority groups.",All patients are required to wear a mask. Please do not arrive at the pharmacy more than five minutes before your scheduled appointment time. Bring your driver’s license and insurance card. All patients will be asked to wait in the pharmacy area for a required observation for 15-30 minutes after receiving their vaccination.,,42.665254,-71.312261,#blue-star,"Moderna, Pfizer"
Dudley: Walgreens (Schofield Avenue),"5 Schofield Avenue, Dudley, MA 01571",1571,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.047122,-71.890483,#blue-star,Johnson and Johnson
Duxbury: Walgreens (Depot Street),"28 Depot Street, Duxbury, MA 02332",2332,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.024257,-70.683292,#blue-star,Moderna
E Longmeadow: Stop & Shop (North Main Street),"470 North Main Street, E Longmeadow, MA 01028",1028,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,413-525-6929,,,,,42.078817,-72.528992,#blue-star,Pfizer
East Boston: CVS (Border St),"210 Border Street, East Boston, MA 02128",2128,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.375265,-71.039761,#blue-star,Moderna
East Boston: CVS (Saratoga St),"1150 Saratoga Street, East Boston, MA 02128",2128,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.384026,-70.999455,#blue-star,Moderna
East Bridgewater: CVS (Bedford St),"119 Bedford St, East Bridgewater, MA 02333",2333,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.030318,-70.958493,#blue-star,Moderna
East Falmouth: CVS (E Falmouth Hwy),"419 East Falmouth Hwy., East Falmouth, MA 02536",2536,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.578469,-70.558087,#blue-star,Moderna
East Falmouth: Osco (Tea Ticket Highway),"137 Tea Ticket Highway, East Falmouth, MA 02536",2536,All eligible people statewide,Indoor,Daily,https://www.mhealthappointments.com/covidappt,508-457-1185,,,,,41.563942,-70.596314,#blue-star,"Johnson and Johnson, Moderna, Pfizer"
East Longmeadow: CVS (North Main Street),"217 North Main Street, East Longmeadow, MA 01028",1028,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.072593,-72.518782,#blue-star,Moderna
East Longmeadow: Walgreens (Center Sq),"54 Center Sq, East Longmeadow, MA 01028",1028,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.06476,-72.513257,#blue-star,Moderna
East Wareham: CVS (Cranberry Hwy),"2992 Cranberry Hwy, East Wareham, MA 02538",2538,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.759688,-70.664607,#blue-star,Moderna
"Easthampton: CVS (Route 10, 118 Northampton Street)","Route 10, 118 Northampton Street, Easthampton, MA 01027",1027,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.28016,-72.67331,#blue-star,Moderna
Easthampton: Walgreens (Union Street),"32 Union Street, Easthampton, MA 01027",1027,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.269218,-72.671567,#blue-star,Pfizer
Edgartown: Stop & Shop (Vineyard Haven Road),"245 Vineyard Haven Road, Edgartown, MA 02539",2539,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-627-5107,,,,,41.395284,-70.530196,#blue-star,Moderna
Essex: TOHP Burnham Library,"30 Martin St, Essex, MA 01929",1929,All eligible people statewide,Indoor,Thursday,https://home.color.com/vaccine/register/capeann,,,,,"Accessible entrance, Accessible parking. Able to vaccinate in car, if medically necessary.",42.631882,-70.78317,#green-star,"Johnson and Johnson, Pfizer"
Everett: Costco (Mystic View Rd.),"2 Mystic View Road, Everett, MA 02149",2149,All eligible people statewide,Indoor,Vary--check link,https://www.costco.com/covid-vaccine.html,617-544-4805,,,Please use the online scheduling system to book an appointment. Please do not contact the local Costco pharmacy as they are unable to schedule an appointment or provide current eligibility requirements.,,42.399192,-71.073179,#blue-star,Moderna
Everett: CVS (Mystic View Rd),"1 Mystic View Rd., Everett, MA 02149",2149,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,42.398942,-71.073473,#blue-star,Moderna
Everett: Walgreens (Broadway),"405 Broadway, Everett, MA 02149",2149,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.406147,-71.056354,#blue-star,Pfizer
Everett: Walgreens (Ferry St.),"317 Ferry St., Everett, MA 02149",2149,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,42.414509,-71.047473,#blue-star,Moderna
"Fairhaven: CVS (Sarah's Way, Route 6)","10 Sarah's Way, Route 6, Fairhaven, MA 02719",2719,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.645787,-70.896497,#blue-star,Moderna
Fairhaven: Stop & Shop (Huttleston Avenue),"221 Huttleston Avenue, Fairhaven, MA 02719",2719,All eligible people statewide,Indoor,Daily,https://www.stopandshop.com/covid-vaccine,508-990-4700,,,,,41.640927,-70.880106,#blue-star,"Johnson and Johnson, Pfizer"
Fairhaven: Walgreens (220 Huttleston Ave.),"220 Huttleston Ave, Fairhaven, MA 02719",2719,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.641227,-70.879356,#blue-star,Pfizer
Fairhaven: Walgreens (85 Huttleston Avenue),"85 Huttleston Avenue, Fairhaven, MA 02719",2719,All eligible people statewide,Indoor,Daily,https://www.walgreens.com/findcare/vaccination/covid-19,800-925-4733,,,Appointment only,,41.644529,-70.898358,#blue-star,Pfizer
Fairhaven: Walmart (Fairhaven Commons Way),"42 Fairhaven Commons Way, Fairhaven, MA 02719",2719,All eligible people statewide,Indoor,Daily,https://www.walmart.com/pharmacy/,508-993-8100,,,,,41.644317,-70.885971,#blue-star,"Moderna, Pfizer"
Fall River: CVS (North Main Street),"4171 North Main Street, Fall River, MA 02720",2720,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.751449,-71.122054,#blue-star,Moderna
Fall River: CVS (Pleasant St),"550 Pleasant St., Fall River, MA 02720",2720,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.698602,-71.146329,#blue-star,Moderna
Fall River: CVS (President Ave),"1620 President Avenue, Fall River, MA 02720",2720,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.712032,-71.127697,#blue-star,Pfizer
Fall River: CVS (William S. Canning Blvd),"245 William S. Canning Blvd, Fall River, MA 02721",2721,All eligible people statewide,Indoor,Daily,https://www.cvs.com/immunizations/covid-19-vaccine,800-SHOP-CVS (1-800-746-7287),,,Check-in 15min prior,,41.674203,-71.161677,#blue-star,Pfizer
Fall River: Rite Aid (1024 S. Main St.),"1024 S. Main St., Fall River, MA 02724",2724,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,508-672-0888,,,,,41.690722,-71.165795,#blue-star,"Johnson and Johnson, Pfizer"
Fall River: Rite Aid (233 S. Main St.),"233 S. Main St., Fall River, MA 02721",2721,All eligible people statewide,Indoor,Daily,https://www.riteaid.com/pharmacy/covid-qualifier,508-679-1838,,,,,41.699193,-71.157633,#blue-star,"Johnson and Johnson, Pfizer"
